ccode,year,UCDP_Civil_conflict_0_1_2,polity,GDP_per_capita_ln,GDP_growth,population_size,trade,ethnic_diversity,national_capacity,government,congress,ucdp_neighbor_confilctnumber
200,2017,0.0,8.0,10.62762233,0.022065202,0.179502326,0.598395315,0.408,0.013423994,3.0,7.0,2.0
200,2018,0.0,8.0,10.61932074,0.030232222,0.180206395,0.631899246,0.411,0.013423994,3.0,7.0,1.0
200,2019,0.0,8.0,10.68519486,0.01551331,0.180517861,0.649097722,0.411,0.013423994,3.0,7.0,1.0
200,2020,0.0,8.0,10.67266342,0.01256299,0.180221597,0.650035664,0.411,0.013423994,3.0,7.0,1.0
200,2021,0.0,8.0,10.61677259,-0.100478966,0.17966326,0.591598893,0.411,0.013423994,3.0,7.0,1.0
200,2022,0.0,8.0,10.77252685,0.085431118,0.178347923,0.585383863,0.411,0.013423994,3.0,7.0,1.0
200,2023,0.0,8.0,10.75913708,0.051497039,0.176292574,0.691989264,0.411,0.013423994,3.0,7.0,1.0
200,2024,0.0,8.0,10.81868709,0.0027165,0.17409142,0.649923842,0.411,0.013423994,3.0,7.0,0.0
200,2025,0.0,8.0,10.88270365,0.011264227,0.171850467,0.628401605,0.411,0.013423994,3.0,7.0,0.0
200,2025,,8.0,10.918184037346073,0.021187912637328714,0.1733378025,0.628401605,0.411,0.013423994,3.0,7.0,1.0
200,2026,0.0,,,,,,,,,,
205,1962,0.0,10.0,6.637063202,0.050161691,0.309625561,0.744260446,0.069,0.000678259,3.0,7.0,1.0
205,1963,0.0,10.0,6.712158937,0.032164444,0.308829557,0.744260446,0.07,0.000659571,3.0,7.0,1.0
205,1964,0.0,10.0,6.778963012,0.047446342,0.30864193,0.744260446,0.072,0.000649419,3.0,7.0,0.0
205,1965,0.0,10.0,6.903352934,0.037859616,0.309373465,0.744260446,0.073,0.000653533,3.0,7.0,0.0
205,1966,0.0,10.0,6.962277788,0.0193345,0.310611428,0.744260446,0.074,0.000640809,3.0,7.0,0.0
205,1967,0.0,10.0,7.010599037,0.008930925,0.311448665,0.744260446,0.076,0.000605107,3.0,7.0,0.0
205,1968,0.0,10.0,7.080180707,0.057857043,0.311100805,0.744260446,0.077,0.000633973,3.0,7.0,0.0
205,1969,0.0,10.0,7.056050706,0.082439288,0.310540307,0.744260446,0.079,0.000562519,3.0,7.0,0.0
205,1970,0.0,10.0,7.194274146,0.058638551,0.310636138,0.744260446,0.08,0.000552994,3.0,7.0,0.0
205,1971,0.0,10.0,7.304861903,0.026605293,0.311386983,0.744260446,0.082,0.000546546,3.0,7.0,0.0
205,1972,0.0,10.0,7.441280614,0.034698887,0.311839433,0.722038427,0.083,0.000549739,3.0,7.0,2.0
205,1973,0.0,10.0,7.640827322,0.064898078,0.311645643,0.676291724,0.085,0.00053442,3.0,7.0,1.0
205,1974,0.0,10.0,7.793697744,0.04721428,0.311613198,0.75235642,0.086,0.000535148,3.0,7.0,1.0
205,1975,0.0,10.0,7.831191495,0.042602303,0.31166385,0.906766602,0.088,0.000535087,3.0,7.0,1.0
205,1976,0.0,10.0,7.997797658,0.056566465,0.311101772,0.830466781,0.089,0.000513421,3.0,7.0,2.0
205,1977,0.0,10.0,7.979538563,0.013948067,0.309993971,0.912384297,0.091,0.000499973,3.0,7.0,2.0
205,1978,0.0,10.0,8.139753702,0.082113005,0.308691678,0.979998454,0.093,0.000495635,3.0,7.0,2.0
205,1979,0.0,10.0,8.389584069,0.071867276,0.307008807,0.997121724,0.094,0.000498207,3.0,7.0,3.0
205,1980,0.0,10.0,8.599871561,0.030730364,0.305209341,1.052991404,0.096,0.000528447,3.0,7.0,3.0
205,1981,0.0,10.0,8.759894285,0.030793292,0.303811343,1.023031031,0.098,0.000549831,3.0,7.0,3.0
205,1982,0.0,10.0,8.697371471,0.033252173,0.302516378,1.009745741,0.1,0.000513173,3.0,7.0,3.0
205,1983,0.0,10.0,8.726097978,0.022834684,0.30099458,0.939696473,0.102,0.000546021,3.0,7.0,3.0
205,1984,0.0,10.0,8.68545669,-0.002443012,0.299154065,0.977364592,0.103,0.000552735,3.0,7.0,2.0
205,1985,0.0,10.0,8.646997439,0.043543727,0.296385377,1.083054514,0.105,0.000512063,3.0,7.0,2.0
205,1986,0.0,10.0,8.70163509,0.030856147,0.29264354,1.077613547,0.107,0.000525956,3.0,7.0,3.0
205,1987,0.0,10.0,9.001244114,-0.004283302,0.288716052,0.971254697,0.109,0.000541067,3.0,7.0,3.0
205,1988,0.0,10.0,9.167736905,0.046630906,0.284741287,1.007442009,0.111,0.000544176,3.0,7.0,3.0
205,1989,0.0,10.0,9.279574441,0.052174134,0.280526584,1.052184131,0.113,0.000514995,3.0,7.0,2.0
205,1990,0.0,10.0,9.321596966,0.058139199,0.275986911,1.124653166,0.115,0.000554395,3.0,7.0,2.0
205,1991,0.0,10.0,9.549117277,0.084665278,0.270845653,1.05029426,0.117,0.000572142,3.0,7.0,1.0
205,1992,0.0,10.0,9.553093375,0.019296402,0.265609208,1.064402139,0.119,0.00058206,3.0,7.0,2.0
205,1993,0.0,10.0,9.662395432,0.033432741,0.260483512,1.095454484,0.122,0.000614406,3.0,7.0,2.0
205,1994,0.0,10.0,9.59274574,0.026926084,0.25499214,1.166026801,0.124,0.000611412,3.0,7.0,2.0
205,1995,0.0,10.0,9.674321507,0.05755828,0.248794447,1.264889014,0.126,0.00063489,3.0,7.0,2.0
205,1996,0.0,10.0,9.860551684,0.096344214,0.242011999,1.361031244,0.128,0.000647929,3.0,7.0,2.0
205,1997,0.0,10.0,9.944480623,0.073796247,0.235591694,1.388681185,0.13,0.000669705,3.0,7.0,0.0
205,1998,0.0,10.0,10.02358408,0.110217651,0.229916871,1.422694422,0.133,0.000682518,3.0,7.0,0.0
205,1999,0.0,10.0,10.09806103,0.087661227,0.225120305,1.577723682,0.135,0.000691116,3.0,7.0,1.0
205,2000,0.0,10.0,10.1788101,0.105298856,0.221278532,1.598709748,0.137,0.00065265,3.0,7.0,0.0
205,2001,0.0,10.0,10.17867567,0.094035248,0.217809464,1.749545181,0.14,0.000627025,3.0,7.0,0.0
205,2002,0.0,10.0,10.250030689999999,0.053058213,0.214238434,1.748407111,0.142,0.000575063,3.0,7.0,0.0
205,2003,0.0,10.0,10.39532711,0.058993651,0.211294144,1.637193294,0.145,0.000597359,3.0,7.0,0.0
205,2004,0.0,10.0,10.62630347,0.030138387,0.209600081,1.46531474,0.147,0.000593503,3.0,7.0,0.0
205,2005,0.0,10.0,10.77384329,0.067881399,0.208056586,1.465874964,0.15,0.000588257,3.0,7.0,0.0
205,2006,0.0,10.0,10.83828638,0.05739782,0.206059682,1.481755643,0.152,0.000595218,3.0,7.0,0.0
205,2007,0.0,10.0,10.90283482,0.049878536,0.203857193,1.500217858,0.155,0.000607456,3.0,7.0,0.0
205,2008,0.0,10.0,11.02512305,0.053101183,0.20299223,1.533968471,0.157,0.000623944,3.0,7.0,0.0
205,2009,0.0,10.0,11.02441738,-0.044840708,0.204501472,1.600394201,0.16,0.000629631,3.0,7.0,0.0
205,2010,0.0,10.0,10.86157434,-0.050957828,0.207485434,1.735914749,0.163,0.000588555,3.0,7.0,0.0
205,2011,0.0,10.0,10.79189239,0.016829718,0.210882349,1.900802728,0.165,0.000566565,3.0,7.0,0.0
205,2012,0.0,10.0,10.87075376,0.016088665,0.213562203,1.863048792,0.168,0.000553075,3.0,7.0,0.0
205,2013,0.0,10.0,10.80642636,-0.004050294,0.214888834,1.903556823,0.171,0.000534372,3.0,7.0,0.0
205,2014,0.0,10.0,10.86930362,0.021929376,0.21501425,1.997425862,0.174,0.000523054,3.0,7.0,0.0
205,2015,0.0,10.0,10.95458078,0.093857934,0.21435431,2.11181602,0.177,0.00051586,3.0,7.0,0.0
205,2016,0.0,10.0,11.07055472,0.246239856,0.213179749,2.237029383,0.18,0.000505535,3.0,7.0,0.0
205,2017,0.0,10.0,11.06867624,0.012227166,0.211532211,2.397085278,0.183,0.000510275,3.0,7.0,0.0
205,2018,0.0,10.0,11.18667448,0.101088576,0.209435227,2.333040833,0.186,0.000510275,3.0,7.0,0.0
205,2019,0.0,10.0,11.29979551,0.076886594,0.206992101,2.22453716,0.186,0.000510275,3.0,7.0,0.0
205,2020,0.0,10.0,11.31238294,0.0497288,0.204126247,2.576527729,0.186,0.000510275,3.0,7.0,0.0
205,2021,0.0,10.0,11.3680739,0.071536951,0.201012562,2.58780437,0.186,0.000510275,3.0,7.0,0.0
205,2022,0.0,10.0,11.5500714,0.162581881,0.198060805,2.310323509,0.186,0.000510275,3.0,7.0,0.0
205,2023,0.0,10.0,11.56353955,0.075111389,0.194557825,2.377554196,0.186,0.000510275,3.0,7.0,0.0
205,2024,0.0,10.0,11.57889968,-0.025363741,0.19017036,2.396496276,0.186,0.000510275,3.0,7.0,0.0
205,2025,0.0,10.0,11.63422191,0.025994672,0.185554853,2.461698749,0.186,0.000510275,3.0,7.0,0.0
205,2025,,10.0,11.684979637729139,0.04260652573610542,0.18859385066666667,2.461698749,0.18600000000000003,0.000510275,3.0,7.0,0.0
205,2026,0.0,,,,,,,,,,
210,1962,0.0,10.0,7.135225682,0.002955467,0.296718721,0.809828749,0.014,0.006784797,3.0,7.0,1.0
210,1963,0.0,10.0,7.202935375,0.068435073,0.291377992,0.809828749,0.014,0.00676216,3.0,7.0,1.0
210,1964,0.0,10.0,7.270930135,0.036246215,0.287470311,0.809828749,0.015,0.006585144,3.0,7.0,0.0
210,1965,0.0,10.0,7.420178143,0.082749039,0.284760377,0.809828749,0.015,0.006619083,3.0,7.0,0.0
210,1966,0.0,10.0,7.52245324,0.086430949,0.282590413,0.809828749,0.016,0.00676139,3.0,7.0,0.0
210,1967,0.0,10.0,7.594517239,0.027411043,0.280514528,0.809828749,0.016,0.006540222,3.0,7.0,0.0
210,1968,0.0,10.0,7.675814967,0.052800147,0.27846862,0.809828749,0.017,0.006530606,3.0,7.0,0.0
210,1969,0.0,10.0,7.768685264,0.06416134,0.27648169,0.809828749,0.018,0.006554189,3.0,7.0,0.0
210,1970,0.0,10.0,7.88150169,0.064294491,0.274698365,0.809828749,0.019,0.006999414,3.0,7.0,0.0
210,1971,0.0,10.0,7.983569925,0.061401814,0.272874595,0.864827481,0.021,0.007244829,3.0,7.0,0.0
210,1972,0.0,10.0,8.126987215,0.043169804,0.270514923,0.854209009,0.022,0.007225283,3.0,7.0,1.0
210,1973,0.0,10.0,8.321541173,0.035338746,0.267582291,0.827592664,0.024,0.007615739,3.0,7.0,1.0
210,1974,0.0,10.0,8.585681898,0.054442231,0.263729385,0.862336151,0.026,0.007528898,3.0,7.0,1.0
210,1975,0.0,10.0,8.772061385,0.034387177,0.258839347,0.961146025,0.028,0.007339629,3.0,7.0,1.0
210,1976,0.0,10.0,8.902088824,2.03e-05,0.253468202,0.905219132,0.03,0.007054584,3.0,7.0,1.0
210,1977,0.0,10.0,8.979461035,0.044563097,0.24774392,0.928503019,0.032,0.007137004,3.0,7.0,1.0
210,1978,0.0,10.0,9.124923997,0.025204404,0.241648826,0.897302872,0.035,0.007026707,3.0,7.0,1.0
210,1979,0.0,10.0,9.323387097,0.026962466,0.235459848,0.864819179,0.037,0.007004987,3.0,7.0,2.0
210,1980,0.0,10.0,9.458635281,0.020141664,0.229206958,0.945987577,0.04,0.007124831,3.0,7.0,2.0
210,1981,0.0,10.0,9.533377041,0.01341914,0.223372098,0.998801256,0.043,0.006663302,3.0,7.0,3.0
210,1982,0.0,10.0,9.353436115,-0.007836116,0.217999881,1.049579468,0.046,0.006251281,3.0,7.0,2.0
210,1983,0.0,10.0,9.313794961,-0.012407566,0.212533086,1.045952448,0.05,0.005695052,3.0,7.0,2.0
210,1984,0.0,10.0,9.277725852,0.02069958,0.206874347,1.048985725,0.054,0.005764501,3.0,7.0,1.0
210,1985,0.0,10.0,9.209624493,0.030616791,0.20085323,1.106397521,0.058,0.005827974,3.0,7.0,1.0
210,1986,0.0,10.0,9.204497177,0.025801798,0.195141138,1.145740862,0.062,0.005729176,3.0,7.0,2.0
210,1987,0.0,10.0,9.53279598,0.027869759,0.190553088,0.972090455,0.067,0.005956259,3.0,7.0,2.0
210,1988,0.0,10.0,9.725266661,0.019312484,0.187052184,0.957408887,0.071,0.005931741,3.0,7.0,2.0
210,1989,0.0,10.0,9.78535787,0.034412189,0.184762561,1.000580451,0.077,0.005954182,3.0,7.0,1.0
210,1990,0.0,10.0,9.765620842,0.044201181,0.183687796,1.061166563,0.082,0.006280616,3.0,7.0,2.0
210,1991,0.0,10.0,9.967550702,0.041832228,0.183581924,1.041156807,0.088,0.00614622,3.0,7.0,1.0
210,1992,0.0,10.0,9.988068309,0.024391346,0.183987228,1.051946168,0.095,0.006531307,3.0,7.0,2.0
210,1993,0.0,10.0,10.08331506,0.017060709,0.184515132,1.020807707,0.101,0.006659551,3.0,7.0,3.0
210,1994,0.0,10.0,10.05007141,0.012575523,0.185065225,0.990328337,0.108,0.006684596,3.0,7.0,2.0
210,1995,0.0,10.0,10.11389379,0.029610925,0.185618028,1.03046029,0.116,0.006561827,3.0,7.0,2.0
210,1996,0.0,10.0,10.28541767,0.031160359,0.18583771,1.079168081,0.124,0.006541384,3.0,7.0,2.0
210,1997,0.0,10.0,10.27727703,0.034205773,0.185768957,1.086646394,0.133,0.00647659,3.0,7.0,0.0
210,1998,0.0,10.0,10.19413872,0.042484795,0.185915624,1.142950279,0.142,0.006161626,3.0,7.0,0.0
210,1999,0.0,10.0,10.23728772,0.046477846,0.186449646,1.124080955,0.151,0.006253806,3.0,7.0,1.0
210,2000,0.0,10.0,10.2513146,0.050433214,0.187128957,1.143277408,0.161,0.0057901,3.0,7.0,0.0
210,2001,0.0,10.0,10.17451304,0.042197538,0.187684173,1.256670301,0.172,0.005503261,3.0,7.0,0.0
210,2002,0.0,10.0,10.20198763,0.023235757,0.187873721,1.194754639,0.183,0.005601673,3.0,7.0,1.0
210,2003,0.0,10.0,10.29036542,0.002457857,0.187622663,1.127500244,0.194,0.005397479,3.0,7.0,0.0
210,2004,0.0,10.0,10.48842991,0.000978324,0.187196155,1.113045032,0.207,0.005479686,3.0,7.0,0.0
210,2005,0.0,10.0,10.61182728,0.0201631,0.186407037,1.1695816,0.219,0.005434813,3.0,7.0,0.0
210,2006,0.0,10.0,10.64937888,0.020339634,0.18490882,1.222558495,0.233,0.005323608,3.0,7.0,0.0
210,2007,0.0,10.0,10.71718157,0.035373751,0.18295948,1.271956135,0.246,0.005066788,3.0,7.0,0.0
210,2008,0.0,10.0,10.86095477,0.038853064,0.180939109,1.297982417,0.26,0.005059041,3.0,7.0,0.0
210,2009,0.0,10.0,10.97245993,0.021168159,0.1790243,1.3015205,0.275,0.004875715,3.0,7.0,0.0
210,2010,0.0,10.0,10.88130652,-0.036652905,0.17729303,1.151096604,0.29,0.004613498,3.0,7.0,0.0
210,2011,0.0,10.0,10.84557729,0.013193203,0.175793852,1.300817079,0.306,0.004574206,3.0,7.0,0.0
210,2012,0.0,10.0,10.90966968,0.017733452,0.17439185,1.417570993,0.321,0.004333844,3.0,7.0,0.0
210,2013,0.0,10.0,10.82923234,-0.009778769,0.172792377,1.493932231,0.338,0.004115862,3.0,7.0,0.0
210,2014,0.0,10.0,10.87053387,-0.000302326,0.170822699,1.506518502,0.354,0.004021462,3.0,7.0,1.0
210,2015,0.0,10.0,10.88665576,0.0161261,0.1686456,1.517158911,0.37,0.004000285,3.0,7.0,2.0
210,2016,0.0,10.0,10.73192612,0.021206052,0.166382472,1.603258126,0.386,0.003926807,3.0,7.0,2.0
210,2017,0.0,10.0,10.75384208,0.024242857,0.164165469,1.509655292,0.402,0.003952037,3.0,7.0,2.0
210,2018,0.0,10.0,10.81002451,0.027815462,0.162134913,1.596460597,0.418,0.003952037,3.0,7.0,1.0
210,2019,0.0,10.0,10.89592561,0.022587404,0.160002169,1.635591466,0.418,0.003952037,3.0,7.0,1.0
210,2020,0.0,10.0,10.88848126,0.023000916,0.157938725,1.606766719,0.418,0.003952037,3.0,7.0,1.0
210,2021,0.0,10.0,10.88685597,-0.038679533,0.156195584,1.522332304,0.418,0.003952037,3.0,7.0,1.0
210,2022,0.0,10.0,11.00448014,0.062768307,0.154869782,1.631548427,0.418,0.003952037,3.0,7.0,1.0
210,2023,0.0,10.0,10.9873976,0.050072346,0.153509963,1.841074843,0.418,0.003952037,3.0,7.0,1.0
210,2024,0.0,10.0,11.05905662,-0.005980962,0.151712742,1.650304295,0.418,0.003952037,3.0,7.0,0.0
210,2025,0.0,10.0,11.12020019,0.010810058,0.150256451,1.538306522,0.418,0.003952037,3.0,7.0,0.0
210,2025,,10.0,11.14771153185923,0.0169080171013421,0.15128413333333335,1.6203632492396958,0.418,0.003952037,3.0,7.0,1.0
210,2026,0.0,,,,,,,,,,
211,1962,0.0,9.0,7.221681578,0.049784231,0.238220052,0.87727302,0.517,0.007095443,3.0,7.0,1.0
211,1963,0.0,9.0,7.285002768,0.052120035,0.238381038,0.87727302,0.518,0.007063208,3.0,7.0,1.0
211,1964,0.0,9.0,7.349888442,0.043515843,0.238574137,0.87727302,0.52,0.00699297,3.0,7.0,0.0
211,1965,0.0,9.0,7.45299331,0.069566847,0.239105905,0.87727302,0.522,0.007091711,3.0,7.0,0.0
211,1966,0.0,9.0,7.528605916,0.035606598,0.239632409,0.87727302,0.524,0.007062372,3.0,7.0,0.0
211,1967,0.0,9.0,7.592936414,0.03155895,0.239843035,0.87727302,0.525,0.00659076,3.0,7.0,0.0
211,1968,0.0,9.0,7.656725899,0.038681469,0.239485249,0.87727302,0.527,0.006670876,3.0,7.0,0.0
211,1969,0.0,9.0,7.719714192,0.041941296,0.238634368,0.87727302,0.529,0.007178052,3.0,7.0,0.0
211,1970,0.0,9.0,7.820482538,0.066297998,0.237556154,0.87727302,0.531,0.007309732,3.0,7.0,0.0
211,1971,0.0,10.0,7.925479585,0.063526721,0.236208602,0.87727302,0.532,0.00695007,3.0,7.0,0.0
211,1972,0.0,10.0,8.033959385,0.039858272,0.23467188,0.855840808,0.534,0.006966735,3.0,7.0,2.0
211,1973,0.0,10.0,8.251307026,0.052956047,0.232657112,0.852144387,0.536,0.007449498,3.0,7.0,1.0
211,1974,0.0,10.0,8.497390853,0.063817018,0.229867201,0.94144094,0.537,0.00740473,3.0,7.0,1.0
211,1975,0.0,10.0,8.654307831,0.045652585,0.226297545,1.052710776,0.539,0.007348134,3.0,7.0,1.0
211,1976,0.0,10.0,8.810217572,-0.019659419,0.222320545,0.915237487,0.541,0.006466017,3.0,7.0,2.0
211,1977,0.0,10.0,8.887935354,0.056527461,0.218302194,0.968157584,0.542,0.006453591,3.0,7.0,2.0
211,1978,0.0,10.0,9.039308481,0.006261546,0.214301054,0.956775227,0.544,0.006456176,3.0,7.0,2.0
211,1979,0.0,10.0,9.239002502,0.028418968,0.21026741,0.923126039,0.546,0.006629153,3.0,7.0,3.0
211,1980,0.0,10.0,9.376838723,0.02341073,0.20619556,1.015729705,0.547,0.006707254,3.0,7.0,3.0
211,1981,0.0,10.0,9.462265924,0.044440539,0.202518079,1.030554478,0.549,0.006470806,3.0,7.0,4.0
211,1982,0.0,10.0,9.27085228,-0.002792836,0.19934778,1.102213521,0.55,0.006184726,3.0,7.0,3.0
211,1983,0.0,10.0,9.142581856,0.005949868,0.1964227,1.179253495,0.552,0.00559356,3.0,7.0,3.0
211,1984,0.0,10.0,9.08786018,0.00311843,0.193672453,1.203955625,0.553,0.005316746,3.0,7.0,2.0
211,1985,0.0,10.0,9.042899798,0.024663825,0.19095711,1.28230735,0.555,0.0053019,3.0,7.0,2.0
211,1986,0.0,10.0,9.077016788,0.01651793,0.188149342,1.238769861,0.556,0.004920194,3.0,7.0,3.0
211,1987,0.0,10.0,9.406814696,0.01822762,0.185546835,1.123270245,0.558,0.004944492,3.0,7.0,3.0
211,1988,0.0,10.0,9.6248876,0.023066597,0.183428996,1.099190999,0.559,0.004972608,3.0,7.0,3.0
211,1989,0.0,10.0,9.704554414,0.047232087,0.181945824,1.164229466,0.561,0.004932653,3.0,7.0,2.0
211,1990,0.0,10.0,9.712693913,0.03469167,0.181237435,1.249369327,0.562,0.004974453,3.0,7.0,3.0
211,1991,0.0,10.0,9.933113114,0.031374022,0.181248047,1.214678511,0.564,0.005027281,3.0,7.0,1.0
211,1992,0.0,10.0,9.954307116,0.018330744,0.181564865,1.185901377,0.565,0.005385238,3.0,7.0,2.0
211,1993,0.0,10.0,10.05936328,0.015306548,0.18169922,1.150692875,0.566,0.00513041,3.0,7.0,3.0
211,1994,0.0,10.0,10.01166621,-0.009618731,0.181466992,1.09012737,0.568,0.00518206,3.0,7.0,2.0
211,1995,0.0,10.0,10.09450266,0.032269715,0.180779657,1.132323,0.569,0.00524303,3.0,7.0,2.0
211,1996,0.0,10.0,10.25466635,0.023847572,0.179720072,1.163785678,0.57,0.005204857,3.0,7.0,2.0
211,1997,0.0,10.0,10.22159778,0.013214321,0.178604849,1.192127758,0.572,0.005056022,3.0,7.0,0.0
211,1998,0.0,10.0,10.11948314,0.037936717,0.177701949,1.256889401,0.573,0.004807611,3.0,7.0,0.0
211,1999,0.0,10.0,10.14011748,0.019618324,0.177031693,1.247091226,0.574,0.005051173,3.0,7.0,1.0
211,2000,0.0,10.0,10.13673199,0.03542718,0.176501732,1.251699905,0.576,0.004767527,3.0,7.0,0.0
211,2001,0.0,10.0,10.04758298,0.037167051,0.176062702,1.422301351,0.577,0.004668968,3.0,7.0,0.0
211,2002,0.0,10.0,10.043948,0.010996036,0.175480967,1.395768398,0.578,0.004399688,3.0,7.0,1.0
211,2003,0.0,10.0,10.12691872,0.017068943,0.174584556,1.360851495,0.58,0.004688775,3.0,7.0,0.0
211,2004,0.0,10.0,10.33059051,0.010379552,0.173480088,1.327155528,0.581,0.004569172,3.0,7.0,0.0
211,2005,0.0,10.0,10.47532571,0.035712067,0.172354301,1.369184053,0.582,0.004421231,3.0,7.0,0.0
211,2006,0.0,10.0,10.51354388,0.023217379,0.171343269,1.445290507,0.583,0.004001568,3.0,7.0,0.0
211,2007,0.0,10.0,10.56375267,0.025523409,0.170349462,1.495675093,0.584,0.003970051,3.0,7.0,0.0
211,2008,0.0,8.0,10.69919505,0.036769246,0.169419018,1.524684469,0.586,0.003790198,3.0,7.0,0.0
211,2009,0.0,8.0,10.78527789,0.004469051,0.168887152,1.610884478,0.587,0.003759005,3.0,7.0,0.0
211,2010,0.0,8.0,10.71273502,-0.019064411,0.168916526,1.351384057,0.588,0.003122855,3.0,7.0,0.0
211,2011,0.0,8.0,10.69644373,0.027103115,0.169402847,1.501625636,0.589,0.003220606,3.0,7.0,0.0
211,2012,0.0,8.0,10.77398206,0.01931155,0.169775529,1.607655169,0.59,0.003079945,3.0,7.0,0.0
211,2013,0.0,8.0,10.71163993,0.002158036,0.169817145,1.603833014,0.591,0.002916707,3.0,7.0,0.0
211,2014,0.0,8.0,10.75717058,0.003054945,0.169885359,1.575736228,0.592,0.002798557,3.0,7.0,1.0
211,2015,0.0,8.0,10.77888918,0.017655404,0.169983432,1.58571611,0.593,0.002763293,3.0,7.0,2.0
211,2016,0.0,8.0,10.61875831,0.014741643,0.169932653,1.55068682,0.594,0.002689429,3.0,7.0,2.0
211,2017,0.0,8.0,10.64197968,0.011935027,0.169825718,1.590576966,0.595,0.00271561,3.0,7.0,2.0
211,2018,0.0,8.0,10.69277012,0.014744676,0.169724637,1.669040782,0.596,0.00271561,3.0,7.0,1.0
211,2019,0.0,8.0,10.76823675,0.018779685,0.169466265,1.682776929,0.596,0.00271561,3.0,7.0,1.0
211,2020,0.0,8.0,10.75187673,0.0244289,0.168907408,1.654654789,0.596,0.00271561,3.0,7.0,1.0
211,2021,0.0,8.0,10.73437915,-0.047929839,0.168003902,1.569501213,0.596,0.00271561,3.0,7.0,1.0
211,2022,0.0,8.0,10.85242432,0.062544569,0.166827639,1.773818924,0.596,0.00271561,3.0,7.0,1.0
211,2023,0.0,8.0,10.83184024,0.03956238,0.165296792,1.911790313,0.596,0.00271561,3.0,7.0,1.0
211,2024,0.0,8.0,10.92039211,0.01714122,0.162907447,1.658469465,0.596,0.00271561,3.0,7.0,0.0
211,2025,0.0,8.0,10.94403928,0.010704541,0.159961268,1.589318263,0.596,0.00271561,3.0,7.0,0.0
211,2025,,8.0,10.957443315001722,0.017301452443363834,0.16183258166666667,1.6969182403139116,0.596,0.00271561,3.0,7.0,1.0
211,2026,0.0,,,,,,,,,,
225,1962,0.0,10.0,7.676218616,0.081086722,0.240016558,0.82881263,0.232,0.001866823,3.0,7.0,1.0
225,1963,0.0,10.0,7.754257408,0.047899413,0.241024627,0.82881263,0.234,0.001868091,3.0,7.0,1.0
225,1964,0.0,10.0,7.827828571,0.048791991,0.241065108,0.82881263,0.237,0.001856369,3.0,7.0,0.0
225,1965,0.0,10.0,7.914226727,0.052563508,0.240914338,0.82881263,0.239,0.001836338,3.0,7.0,0.0
225,1966,0.0,10.0,7.960758037,0.021045549,0.241208301,0.82881263,0.241,0.001850881,3.0,7.0,0.0
225,1967,0.0,10.0,8.021533844,0.024614575,0.241511625,0.82881263,0.244,0.001869687,3.0,7.0,0.0
225,1968,0.0,10.0,8.082795489,0.030559222,0.240914356,0.82881263,0.246,0.001819155,3.0,7.0,0.0
225,1969,0.0,10.0,8.135784469,0.03588026,0.239672661,0.82881263,0.248,0.001493737,3.0,7.0,0.0
225,1970,0.0,10.0,8.204728673,0.056329121,0.238186567,0.82881263,0.251,0.001481281,3.0,7.0,0.0
225,1971,0.0,10.0,8.305340825,0.063774065,0.237674573,0.82881263,0.253,0.001444977,3.0,7.0,0.0
225,1972,0.0,10.0,8.483789549,0.040754426,0.237329969,0.786401529,0.255,0.001465282,3.0,7.0,2.0
225,1973,0.0,10.0,8.680293743,0.032005088,0.235082826,0.766822364,0.258,0.001453501,3.0,7.0,1.0
225,1974,0.0,10.0,8.969149807,0.030499074,0.231851146,0.776269122,0.26,0.001513478,3.0,7.0,1.0
225,1975,0.0,10.0,9.105622827,0.014549079,0.228352393,0.825985025,0.263,0.001495714,3.0,7.0,1.0
225,1976,0.0,10.0,9.242721299,-0.072831744,0.224325184,0.740516258,0.265,0.001421901,3.0,7.0,2.0
225,1977,0.0,10.0,9.293391279,-0.01403676,0.219509566,0.789010308,0.267,0.001468162,3.0,7.0,2.0
225,1978,0.0,10.0,9.362601846,0.024336521,0.214250036,0.873180103,0.27,0.001400668,3.0,7.0,2.0
225,1979,0.0,10.0,9.697888766,0.004090838,0.208765594,0.836199781,0.272,0.001472328,3.0,7.0,3.0
225,1980,0.0,10.0,9.812827282,0.024915121,0.202961072,0.877717937,0.275,0.00156065,3.0,7.0,3.0
225,1981,0.0,10.0,9.872764421,0.046019773,0.197398228,0.948846454,0.277,0.001500676,3.0,7.0,4.0
225,1982,0.0,10.0,9.779397954,0.01601336,0.192333564,0.959754466,0.28,0.001413621,3.0,7.0,3.0
225,1983,0.0,10.0,9.798180883,-0.013094176,0.187624261,0.882093026,0.282,0.001391148,3.0,7.0,3.0
225,1984,0.0,10.0,9.790331865,0.006390794,0.183409715,0.872129962,0.285,0.001407298,3.0,7.0,2.0
225,1985,0.0,10.0,9.740512394,0.030084566,0.179656657,0.91788924,0.287,0.001360551,3.0,7.0,3.0
225,1986,0.0,10.0,9.749933894,0.036735958,0.17635909,0.929924625,0.29,0.001380772,3.0,7.0,4.0
225,1987,0.0,10.0,10.10482931,0.018586329,0.173635805,0.870847938,0.292,0.001463792,3.0,7.0,4.0
225,1988,0.0,10.0,10.32356244,0.01585478,0.171642537,0.811098751,0.295,0.001460354,3.0,7.0,4.0
225,1989,0.0,10.0,10.39486825,0.032775963,0.170623082,0.834950652,0.298,0.001553728,3.0,7.0,3.0
